BRANCH;DATA;FOLLOWS;411;ITEMS;;;;;;;;;;;;;;;;
from;to;Area_number;Loss_zone;Circuits;branchtype;r;x;c;rateA;rateB;rateC;cbn;side;a;fi;mintap;maxtap;stepzise;minlimit;maxlimit
198;210;1;3;1;0;0.02;0.073;0.008;0;0;0;0;0;0;0;0;0;0;0;0
198;211;1;3;1;0;0.034;0.109;0.032;0;0;0;0;0;0;0;0;0;0;0;0
199;200;1;3;1;0;0.076;0.135;0.009;0;0;0;0;0;0;0;0;0;0;0;0
199;210;1;3;1;0;0.04;0.102;0.005;0;0;0;0;0;0;0;0;0;0;0;0
200;210;1;3;1;0;0.081;0.128;0.014;0;0;0;0;0;0;0;0;0;0;0;0
201;204;1;3;1;0;0.124;0.183;0;0;0;0;0;0;0;0;0;0;0;0;0
203;211;1;3;1;0;0.01;0.059;0.008;0;0;0;0;0;0;0;0;0;0;0;0
204;205;1;3;1;0;0.046;0.068;0;0;0;0;0;0;0;0;0;0;0;0;0
205;206;1;3;1;0;0.302;0.446;0;0;0;0;0;0;0;0;0;0;0;0;0
206;207;1;1;1;0;0.073;0.093;0;0;0;0;0;0;0;0;0;0;0;0;0
206;208;1;3;1;0;0.24;0.421;0;0;0;0;0;0;0;0;0;0;0;0;0
212;215;1;3;1;0;0.0139;0.0778;0.086;0;0;0;0;0;0;0;0;0;0;0;0
213;214;1;3;1;1;0.0025;0.038;0;0;0;0;0;0;1;0;0;0;0;0;0
214;215;1;3;1;0;0.0017;0.0185;0.02;0;0;0;0;0;0;0;0;0;0;0;0
214;242;1;3;1;0;0.0015;0.0108;0.002;0;0;0;0;0;0;0;0;0;0;0;0
215;216;1;3;1;0;0.0045;0.0249;0.026;0;0;0;0;0;0;0;0;0;0;0;0
216;217;1;3;1;0;0.004;0.0497;0.018;0;0;0;0;0;0;0;0;0;0;0;0
217;218;1;3;1;0;0;0.0456;0;0;0;0;0;0;0;0;0;0;0;0;0
217;219;1;3;1;0;0.0005;0.0177;0.02;0;0;0;0;0;0;0;0;0;0;0;0
217;220;1;3;1;0;0.0027;0.0395;0.832;0;0;0;0;0;0;0;0;0;0;0;0
219;237;1;3;1;0;0.0003;0.0018;5.2;0;0;0;0;0;0;0;0;0;0;0;0
220;218;1;3;1;0;0.0037;0.0484;0.43;0;0;0;0;0;0;0;0;0;0;0;0
220;221;1;3;1;0;0.001;0.0295;0.503;0;0;0;0;0;0;0;0;0;0;0;0
220;238;1;3;1;0;0.0016;0.0046;0.402;0;0;0;0;0;0;0;0;0;0;0;0
221;223;1;3;1;0;0.0003;0.0013;1;0;0;0;0;0;0;0;0;0;0;0;0
222;237;1;3;1;1;0.0014;0.0514;0.33;0;0;0;0;0;1;0;0;0;0;0;0
224;225;1;3;1;0;0.01;0.064;0.48;0;0;0;0;0;0;0;0;0;0;0;0
224;226;1;3;1;0;0.0019;0.0081;0.86;0;0;0;0;0;0;0;0;0;0;0;0
225;191;1;3;1;0;0.001;0.061;0;0;0;0;0;0;0;0;0;0;0;0;0
226;231;1;3;1;0;0.0005;0.0212;0;0;0;0;0;0;0;0;0;0;0;0;0
227;231;1;3;1;1;0.0009;0.0472;0.186;0;0;0;0;0;1;0;0;0;0;0;0
228;229;1;3;1;0;0.0019;0.0087;1.28;0;0;0;0;0;0;0;0;0;0;0;0
228;231;1;3;1;0;0.0026;0.0917;0;0;0;0;0;0;0;0;0;0;0;0;0
228;234;1;3;1;0;0.0013;0.0288;0.81;0;0;0;0;0;0;0;0;0;0;0;0
229;190;1;3;1;0;0;0.0626;0;0;0;0;0;0;0;0;0;0;0;0;0
231;232;1;3;1;0;0.0002;0.0069;1.364;0;0;0;0;0;0;0;0;0;0;0;0
231;237;1;3;1;0;0.0001;0.0006;3.57;0;0;0;0;0;0;0;0;0;0;0;0
232;233;1;3;1;0;0.0017;0.0485;0;0;0;0;0;0;0;0;0;0;0;0;0
234;235;1;3;1;0;0.0002;0.0259;0.144;0;0;0;0;0;0;0;0;0;0;0;0
234;237;1;3;1;0;0.0006;0.0272;0;0;0;0;0;0;0;0;0;0;0;0;0
235;238;1;3;1;0;0.0002;0.0006;0.8;0;0;0;0;0;0;0;0;0;0;0;0
241;237;1;3;1;1;0.0005;0.0154;0;0;0;0;0;0;1;0;0;0;0;0;0
240;281;1;3;1;0;0.0003;0.0043;0.009;0;0;0;0;0;0;0;0;0;0;0;0
242;245;1;3;1;0;0.0082;0.0851;0;0;0;0;0;0;0;0;0;0;0;0;0
242;247;1;3;1;0;0.0112;0.0723;0;0;0;0;0;0;0;0;0;0;0;0;0
243;244;1;3;1;0;0.0127;0.0355;0;0;0;0;0;0;0;0;0;0;0;0;0
243;245;1;3;1;0;0.0326;0.1804;0;0;0;0;0;0;0;0;0;0;0;0;0
244;246;1;3;1;0;0.0195;0.0551;0;0;0;0;0;0;0;0;0;0;0;0;0
245;246;1;3;1;0;0.0157;0.0732;0;0;0;0;0;0;0;0;0;0;0;0;0
245;247;1;3;1;0;0.036;0.2119;0;0;0;0;0;0;0;0;0;0;0;0;0
246;247;1;3;1;0;0.0268;0.1285;0;0;0;0;0;0;0;0;0;0;0;0;0
247;248;1;3;1;0;0.0428;0.1215;0;0;0;0;0;0;0;0;0;0;0;0;0
248;249;1;3;1;0;0.0351;0.1004;0;0;0;0;0;0;0;0;0;0;0;0;0
249;250;1;3;1;0;0.0616;0.1857;0;0;0;0;0;0;0;0;0;0;0;0;0
3;1;1;1;1;2;0;0.052;0;0;0;0;1;0;0.947;0;0.9;1.1;0.002;0.9;1.1
3;2;1;1;1;2;0;0.052;0;0;0;0;2;0;0.956;0;0.9;1.1;0.002;0.9;1.1
3;4;1;1;1;2;0;0.005;0;0;0;0;4;0;0.971;0;0.9;1.1;0.002;0.9;1.1
7;5;1;1;1;2;0;0.039;0;0;0;0;5;0;0.948;0;0.9;1.1;0.002;0.9;1.1
7;6;1;1;1;2;0;0.039;0;0;0;0;6;0;0.959;0;0.9;1.1;0.002;0.9;1.1
10;11;1;1;1;2;0;0.089;0;0;0;0;11;0;1.046;0;0.9;1.1;0.002;0.9;1.1
12;10;1;1;1;1;0;0.053;0;0;0;0;10;0;0.985;0;0.9;1.1;0.002;0.9;1.1
15;17;1;1;1;2;0.0194;0.0311;0;0;0;0;17;0;0.9561;0;0.9;1.1;0.002;0.9;1.1
16;15;1;1;1;2;0.001;0.038;0;0;0;0;15;0;0.971;0;0.9;1.1;0.002;0.9;1.1
21;20;1;1;1;1;0;0.014;0;0;0;0;20;0;0.952;0;0.9;1.1;0.002;0.9;1.1
24;23;1;1;1;2;0;0.064;0;0;0;0;23;0;0.943;0;0.9;1.1;0.002;0.9;1.1
36;35;1;1;1;2;0;0.047;0;0;0;0;35;0;1.01;0;0.9;1.1;0.002;0.9;1.1
45;44;1;1;1;2;0;0.02;0;0;0;0;44;0;1.008;0;0.9;1.1;0.002;0.9;1.1
45;46;1;1;1;2;0;0.021;0;0;0;0;46;0;1;0;0.9;1.1;0.002;0.9;1.1
62;61;1;1;1;2;0;0.059;0;0;0;0;61;0;0.975;0;0.9;1.1;0.002;0.9;1.1
63;64;1;1;1;2;0;0.038;0;0;0;0;64;0;1.017;0;0.9;1.1;0.002;0.9;1.1
73;74;1;1;1;2;0;0.0244;0;0;0;0;74;0;1;0;0.9;1.1;0.002;0.9;1.1
81;88;1;1;1;2;0;0.02;0;0;0;0;88;0;1;0;0.9;1.1;0.002;0.9;1.1
85;99;1;1;1;2;0;0.048;0;0;0;0;99;0;1;0;0.9;1.1;0.002;0.9;1.1
86;102;1;1;1;2;0;0.048;0;0;0;0;102;0;1;0;0.9;1.1;0.002;0.9;1.1
87;94;1;1;1;2;0;0.046;0;0;0;0;94;0;1.015;0;0.9;1.1;0.002;0.9;1.1
114;207;1;1;1;2;0;0.149;0;0;0;0;207;0;0.967;0;0.9;1.1;0.002;0.9;1.1
116;124;1;2;1;1;0.0052;0.0174;0;0;0;0;124;0;1.01;0;0.9;1.1;0.002;0.9;1.1
121;115;1;2;1;2;0;0.028;0;0;0;0;115;0;1.05;0;0.9;1.1;0.002;0.9;1.1
122;157;1;2;1;2;0.0005;0.0195;0;0;0;0;157;0;1;0;0.9;1.1;0.002;0.9;1.1
130;131;1;2;1;2;0;0.018;0;0;0;0;131;0;1.0522;0;0.9;1.1;0.002;0.9;1.1
130;150;1;2;1;2;0;0.014;0;0;0;0;150;0;1.0522;0;0.9;1.1;0.002;0.9;1.1
132;170;1;2;1;1;0.001;0.0402;0;0;0;0;170;0;1.05;0;0.9;1.1;0.002;0.9;1.1
141;174;1;2;1;2;0.0024;0.0603;0;0;0;0;174;0;0.975;0;0.9;1.1;0.002;0.9;1.1
142;175;1;2;1;2;0.0024;0.0498;-0.087;0;0;0;175;0;1;0;0.9;1.1;0.002;0.9;1.1
143;144;1;2;1;2;0;0.0833;0;0;0;0;144;0;1.035;0;0.9;1.1;0.002;0.9;1.1
143;148;1;2;1;2;0.0013;0.0371;0;0;0;0;148;0;0.9565;0;0.9;1.1;0.002;0.9;1.1
145;180;1;2;1;2;0.0005;0.0182;0;0;0;0;180;0;1;0;0.9;1.1;0.002;0.9;1.1
151;170;1;2;1;1;0.001;0.0392;0;0;0;0;170;0;1.05;0;0.9;1.1;0.002;0.9;1.1
153;183;1;2;1;2;0.0027;0.0639;0;0;0;0;183;0;1.073;0;0.9;1.1;0.002;0.9;1.1
155;156;1;2;1;1;0.0008;0.0256;0;0;0;0;156;0;1.05;0;0.9;1.1;0.002;0.9;1.1
159;117;1;2;1;2;0;0.016;0;0;0;0;117;0;1.0506;0;0.9;1.1;0.002;0.9;1.1
160;124;1;2;1;1;0.0012;0.0396;0;0;0;0;124;0;0.975;0;0.9;1.1;0.002;0.9;1.1
163;137;1;2;1;2;0.0013;0.0384;-0.057;0;0;0;137;0;0.98;0;0.9;1.1;0.002;0.9;1.1
164;155;1;2;1;2;0.0009;0.0231;-0.033;0;0;0;155;0;0.956;0;0.9;1.1;0.002;0.9;1.1
182;139;1;2;1;2;0.0003;0.0131;0;0;0;0;139;0;1.05;0;0.9;1.1;0.002;0.9;1.1
189;210;1;3;1;2;0;0.252;0;0;0;0;210;0;1.03;0;0.9;1.1;0.002;0.9;1.1
193;196;1;3;1;2;0;0.237;0;0;0;0;196;0;1.03;0;0.9;1.1;0.002;0.9;1.1
195;212;1;3;1;2;0.0008;0.0366;0;0;0;0;212;0;0.985;0;0.9;1.1;0.002;0.9;1.1
200;248;1;3;1;2;0;0.22;0;0;0;0;248;0;1;0;0.9;1.1;0.002;0.9;1.1
201;69;1;1;2;2;0;0.098;0;0;0;0;69;0;1.03;0;0.9;1.1;0.002;0.9;1.1
202;211;1;3;1;2;0;0.128;0;0;0;0;211;0;1.01;0;0.9;1.1;0.002;0.9;1.1
204;2040;1;3;1;2;0.02;0.204;-0.012;0;0;0;196;0;1.05;0;0.9;1.1;0.002;0.9;1.1
209;198;1;3;1;1;0.026;0.211;0;0;0;0;198;0;1.03;0;0.9;1.1;0.002;0.9;1.1
211;212;1;3;1;2;0.003;0.0122;0;0;0;0;212;0;1;0;0.9;1.1;0.002;0.9;1.1
218;219;1;3;1;2;0.001;0.0354;-0.01;0;0;0;219;0;0.97;0;0.9;1.1;0.002;0.9;1.1
223;224;1;3;1;2;0.0012;0.0195;-0.364;0;0;0;224;0;1;0;0.9;1.1;0.002;0.9;1.1
229;230;1;3;1;1;0.001;0.0332;0;0;0;0;230;0;1.02;0;0.9;1.1;0.002;0.9;1.1
234;236;1;3;1;1;0.0005;0.016;0;0;0;0;236;0;1.07;0;0.9;1.1;0.002;0.9;1.1
238;239;1;3;1;1;0.0005;0.016;0;0;0;0;239;0;1.02;0;0.9;1.1;0.002;0.9;1.1
196;2040;1;3;1;4;0.0001;0.02;0;0;0;0;0;0;1;-11.4;-15;0;0.3;80;85
119;1190;1;2;1;2;0.001;0.023;0;0;0;0;1190;0;1.0223;0;0.8435;1.1565;0.00313;1.0107;1.0145
120;1200;1;2;1;2;0;0.023;0;0;0;0;1200;0;0.9284;0;0.8435;1.1565;0.00313;1.0225;1.0263
7002;2;1;1;1;1;0.001;0.0146;0;0;0;0;0;0;1;0;0;0;0;0;0
7003;3;1;1;1;1;0;0.01054;0;0;0;0;0;0;1;0;0;0;0;0;0
7061;61;1;1;1;1;0;0.0238;0;0;0;0;0;0;1;0;0;0;0;0;0
7062;62;1;1;1;1;0;0.03214;0;0;0;0;0;0;0.95;0;0;0;0;0;0
7166;166;1;2;1;1;0;0.0154;0;0;0;0;0;0;1;0;0;0;0;0;0
7024;24;1;1;1;1;0;0.0289;0;0;0;0;0;0;1;0;0;0;0;0;0
7001;1;1;1;1;1;0;0.01953;0;0;0;0;0;0;1;0;0;0;0;0;0
7130;130;1;2;1;1;0;0.0193;0;0;0;0;0;0;1;0;0;0;0;0;0
7011;11;1;1;1;1;0;0.01923;0;0;0;0;0;0;1;0;0;0;0;0;0
7023;23;1;1;1;1;0;0.023;0;0;0;0;0;0;1;0;0;0;0;0;0
7049;49;1;1;1;1;0;0.0124;0;0;0;0;0;0;1;0;0;0;0;0;0
7139;139;1;2;1;1;0;0.0167;0;0;0;0;0;0;1;0;0;0;0;0;0
7012;12;1;1;1;1;0;0.0312;0;0;0;0;0;0;1;0;0;0;0;0;0
7017;17;1;1;1;1;0;0.01654;0;0;0;0;0;0;0.942;0;0;0;0;0;0
7039;39;1;1;1;1;0;0.03159;0;0;0;0;0;0;0.965;0;0;0;0;0;0
7057;57;1;1;1;1;0;0.05347;0;0;0;0;0;0;0.95;0;0;0;0;0;0
7044;44;1;1;1;1;0;0.18181;0;0;0;0;0;0;0.942;0;0;0;0;0;0
7055;55;1;1;1;1;0;0.19607;0;0;0;0;0;0;0.942;0;0;0;0;0;0
7071;71;1;1;1;1;0;0.06896;0;0;0;0;0;0;0.9565;0;0;0;0;0;0
